Sexo,Edad,Provincia,Cantón,Distrito,Nivel Educativo,Tiene Trabajo ,Ocupacion,Modalidad,Estado Civil,Jefe de Familia,Edad del jefe de familia,Sexo del jefe de familia,Nivel educativo del jefe de familia,Ocupación del jefe del hogar,Hace las compras,Toma decisiones administrativas,Material de pisos,Tienen empleada domestica,Dormitorios,Baños,Automóviles,Aspiradora,Lavadora,Secadora,Calentador,Home Theater,Videojuegos,Computadora,Internet,Es padre o encargado,Orientación sexual,Compra por internet 3 meses,Compra por internet 30 días,Ultima vez Internet,Servicio de streaming,Televisión ONLINE
Hombre,37,Puntarenas,Puntarenas,Puntarenas,Secundaria Incompleta,No,Rentista,No aplica,Casado (a)'/' Unión Libre,Si,37,Hombre,Secundaria Incompleta,"Oficiales, operarios y artesanos de artes mecánicas y de otros oficios (Prod. Artesanal)",Si,Si,Cerámica '/' Porcelanato,No,Dos,Uno,Uno,No,No,No,No,No,No,Si,Si,Si,Heterosexual,Si,Si,Ayer,No,Si
Hombre,34,Heredia,Heredia,San Francisco,Primaria Completa,No,Estudiante,No aplica,Soltero (a),No,50,Mujer,Primaria Incompleta,Estudiantes,No,No,Cerámica '/' Porcelanato,No,Tres,Dos,Ninguno,No,Si,Si,No,No,No,No,No,No,Heterosexual,No,No,Ayer,No,Si
Hombre,27,Alajuela,Alajuela,Alajuela,Universitaria Completa,Si,Ocupado,Hibrido,Soltero (a),Si,27,Hombre,Universitaria Completa,"Nivel profesional, científico e intelectual",Si,Si,Cerámica '/' Porcelanato,No,Tres,Dos,Uno,Si,Si,Si,Si,Si,Si,Si,Si,No,Heterosexual,Si,Si,Ayer,Si,Si
Hombre,25,Limón,Limón,Valle  La Estrella,Secundaria Completa,No,Desocupado,No aplica,Soltero (a),Si,25,Hombre,Secundaria Completa,Desocupados,Si,Si,Cerámica '/' Porcelanato,No,Uno,Uno,Ninguno,No,No,No,No,No,Si,No,Si,No,Heterosexual,No,No,Ayer,No,Si
Hombre,28,Guanacaste,Nicoya,Sámara,Universitaria Incompleta,Si,Ocupado,Presencial,Soltero (a),Si,28,Hombre,Universitaria Incompleta,Trabajadores de servicios y vendedores de comercios y mercados,No,Si,Cerámica '/' Porcelanato,No,Tres,Uno,Uno,No,Si,Si,No,No,Si,Si,Si,No,Heterosexual,Si,Si,Más de 30 días a 3 meses,Si,Si
Hombre,25,Guanacaste,Carrillo,Filadelfia,Secundaria Completa,Si,Ocupado,Presencial,Soltero (a),Si,25,Hombre,Secundaria Completa,"Nivel técnico, y profesional de nivel medio",Si,Si,Cemento (Pulido o no Pulido),No,Dos,Uno,Ninguno,No,No,No,No,No,No,Si,Si,No,Heterosexual,Si,Si,Ayer,No,No
Hombre,33,Limón,Limón,Limón,Secundaria Completa,No,Desocupado,No aplica,Separado(a) '/' Divorciado (a),No,72,Hombre,Secundaria Incompleta,"Oficiales, operarios y artesanos de artes mecánicas y de otros oficios (Prod. Artesanal)",Si,Si,Cerámica '/' Porcelanato,No,Dos,Uno,Ninguno,No,No,No,No,No,No,Si,No,Si,Heterosexual,No,No,Ayer,No,No
Hombre,49,Guanacaste,Carrillo,Sardinal,Primaria Incompleta,Si,Ocupado,Presencial,Casado (a)'/' Unión Libre,Si,49,Hombre,Primaria Incompleta,Directivos y Gerentes,Si,No,Cemento (Pulido o no Pulido),No,Tres,Dos,Uno,No,Si,No,No,No,No,No,Si,Si,Heterosexual,No,No,Ayer,Si,Si
Hombre,32,Alajuela,San Mateo,San Mateo,Universitaria Incompleta,Si,Ocupado,Presencial,Soltero (a),No,62,Mujer,Universitaria Completa,Pensionados,No,Si,Cerámica '/' Porcelanato,No,Tres,Uno,Uno,No,No,No,No,No,No,Si,Si,No,Prefiero no decirlo,Si,Si,Ayer,No,Si
Hombre,27,Limón,Pococí,Cariari,Universitaria Incompleta,Si,Ocupado,Teletrabajo,Soltero (a),Si,27,Hombre,Universitaria Incompleta,Trabajadores de servicios y vendedores de comercios y mercados,No,No,Cerámica '/' Porcelanato,No,Tres,Uno,Ninguno,No,Si,Si,No,No,No,Si,Si,No,Heterosexual,Si,Si,Ayer,Si,Si
Hombre,40,Heredia,Heredia,Ulloa,Secundaria Incompleta,Si,Ocupado,Teletrabajo,Casado (a)'/' Unión Libre,Si,40,Hombre,Secundaria Incompleta,Directivos y Gerentes,Si,Si,Terrazo '/' Mosaico '/' Alfombra '/' Vinil,No,Dos,Dos,Uno,Si,No,No,No,No,Si,Si,Si,Si,Heterosexual,No,No,Ayer,No,No
Hombre,25,Cartago,Cartago,Quebradilla,Universitaria Completa,Si,Ocupado,Hibrido,Soltero (a),Si,25,Hombre,Universitaria Completa,"Nivel profesional, científico e intelectual",Si,Si,Cerámica '/' Porcelanato,No,Cuatro,Uno,Tres,Si,Si,Si,Si,Si,Si,Si,Si,No,Homosexual,Si,Si,Ayer,Si,Si
Hombre,37,Limón,Limón,Matama,Secundaria Completa,Si,Ocupado,Presencial,Casado (a)'/' Unión Libre,Si,37,Hombre,Secundaria Completa,Trabajadores de servicios y vendedores de comercios y mercados,Si,Si,Cemento (Pulido o no Pulido),No,Uno,Uno,Ninguno,No,No,No,No,No,No,No,Si,Si,Heterosexual,No,No,Ayer,No,Si
Hombre,30,Heredia,Flores,San Joaquín,Secundaria Incompleta,Si,Ocupado,Presencial,Casado (a)'/' Unión Libre,Si,30,Hombre,Secundaria Incompleta,"Operadores de instalaciones, maquinarias y ensambladores (Montaje)",Si,Si,Cerámica '/' Porcelanato,No,Tres,Uno,Ninguno,No,Si,No,No,No,No,No,Si,Si,Homosexual,Si,Si,Ayer,No,Si
Hombre,40,San José,Desamparados,San Juan de Dios,Secundaria Incompleta,Si,Ocupado,Presencial,Soltero (a),No,65,Mujer,Secundaria Incompleta,Pensionados,No,No,Cerámica '/' Porcelanato,No,Tres,Uno,Uno,No,No,No,No,No,No,No,Si,No,Bisexual,No,No,Ayer,No,Si
Hombre,19,San José,Moravia,Trinidad,Secundaria Completa,No,Desocupado,No aplica,Soltero (a),No,58,Mujer,Secundaria Completa,Desocupados,No,No,Cerámica '/' Porcelanato,No,Dos,Uno,Ninguno,No,No,No,Si,No,No,No,Si,No,Heterosexual,No,No,Ayer,No,No
Hombre,37,San José,Desamparados,San Rafael Abajo,Secundaria Completa,Si,Ocupado,Presencial,Casado (a)'/' Unión Libre,Si,37,Hombre,Secundaria Completa,Personal de apoyo administrativo,Si,Si,Cemento (Pulido o no Pulido),No,Tres,Uno,Dos,No,Si,Si,No,Si,No,Si,Si,Si,Heterosexual,Si,Si,Ayer,No,Si
Hombre,43,Cartago,La Unión,Concepción,Secundaria Incompleta,No,Jubilado '/' pensionado,No aplica,Separado(a) '/' Divorciado (a),Si,43,Hombre,Secundaria Incompleta,Directivos y Gerentes,Si,Si,Cerámica '/' Porcelanato,No,Dos,Uno,Ninguno,No,Si,No,No,No,No,No,Si,Si,Heterosexual,Si,Si,Ayer,Si,Si
Hombre,28,San José,Curridabat,Curridabat,Universitaria Completa,Si,Ocupado,Presencial,Soltero (a),Si,28,Hombre,Universitaria Completa,Directivos y Gerentes,Si,Si,Cerámica '/' Porcelanato,Si,Cinco,Tres,Dos,Si,Si,Si,No,Si,Si,Si,Si,Si,Heterosexual,Si,Si,Ayer,No,Si
Hombre,44,San José,San José,Pavas,Secundaria Incompleta,No,Desocupado,No aplica,Soltero (a),No,44,Hombre,Secundaria Completa,Trabajadores de servicios y vendedores de comercios y mercados,Si,Si,Terrazo '/' Mosaico '/' Alfombra '/' Vinil,No,Tres,Uno,Uno,No,Si,Si,No,No,No,Si,Si,No,Homosexual,No,No,Ayer,Si,No
Hombre,29,Heredia,San Isidro,San Isidro,Secundaria Completa,Si,Ocupado,Teletrabajo,Soltero (a),Si,29,Hombre,Secundaria Completa,"Nivel técnico, y profesional de nivel medio",Si,Si,Cerámica '/' Porcelanato,Si,Dos,Uno,Uno,No,Si,No,No,No,Si,Si,Si,No,Heterosexual,Si,Si,Ayer,No,Si
Hombre,37,San José,San José,San Sebastián,Universitaria Incompleta,Si,Ocupado,Presencial,Soltero (a),Si,37,Hombre,Universitaria Incompleta,Personal de apoyo administrativo,No,No,Cerámica '/' Porcelanato,No,Dos,Uno,Uno,Si,Si,No,No,No,Si,Si,Si,Si,Heterosexual,Si,Si,Ayer,Si,Si
Hombre,31,Cartago,Oreamuno,San Rafael,Universitaria Completa,No,Desocupado,No aplica,Soltero (a),Si,31,Hombre,Universitaria Completa,Personal de apoyo administrativo,Si,Si,Cerámica '/' Porcelanato,No,Cuatro,Dos,Dos,Si,Si,No,Si,No,Si,Si,Si,Si,Heterosexual,Si,Si,Ayer,Si,Si
Hombre,43,San José,Puriscal,Santiago,Secundaria Completa,Si,Ocupado,Presencial,Soltero (a),Si,43,Hombre,Secundaria Completa,Pensionados,Si,Si,Cerámica '/' Porcelanato,No,Tres,Uno,Ninguno,No,Si,No,No,No,No,Si,Si,No,Heterosexual,Si,Si,Ayer,No,No
Hombre,38,San José,Desamparados,Desamparados,Secundaria Completa,Si,Ocupado,Presencial,Soltero (a),Si,38,Hombre,Secundaria Completa,Ocupaciones elementales (No calificados),Si,Si,Cerámica '/' Porcelanato,No,Uno,Uno,Ninguno,No,Si,No,No,No,Si,Si,Si,Si,Homosexual,No,No,Ayer,No,No
Hombre,28,San José,Desamparados,San Rafael Abajo,Secundaria Incompleta,No,Desocupado,No aplica,Casado (a)'/' Unión Libre,Si,28,Hombre,Secundaria Incompleta,"Operadores de instalaciones, maquinarias y ensambladores (Montaje)",Si,Si,Cerámica '/' Porcelanato,No,Cinco,Uno,Dos,No,Si,No,No,Si,Si,Si,Si,Si,Heterosexual,No,No,Ayer,Si,Si
Hombre,32,Cartago,Cartago,Guadalupe,Universitaria Completa,Si,Ocupado,Hibrido,Separado(a) '/' Divorciado (a),Si,32,Hombre,Universitaria Completa,"Nivel profesional, científico e intelectual",Si,Si,Cerámica '/' Porcelanato,No,Tres,Dos,Uno,No,No,No,No,No,Si,Si,Si,No,Heterosexual,No,No,Ayer,No,No
Hombre,26,Guanacaste,Nandayure,San Pablo,Universitaria Incompleta,No,Desocupado,No aplica,Soltero (a),No,44,Hombre,Primaria Completa,Ocupaciones elementales (No calificados),No,No,Cemento (Pulido o no Pulido),No,Dos,Ninguno,Ninguno,No,Si,No,No,No,No,Si,Si,No,Heterosexual,Si,Si,Ayer,No,No
Hombre,26,Puntarenas,Coto Brus,San Vito,Secundaria Incompleta,Si,Ocupado,Presencial,Soltero (a),Si,26,Hombre,Secundaria Incompleta,"Oficiales, operarios y artesanos de artes mecánicas y de otros oficios (Prod. Artesanal)",Si,Si,Cerámica '/' Porcelanato,No,Dos,Uno,Ninguno,Si,No,Si,No,No,No,No,Si,No,Heterosexual,Si,Si,Ayer,Si,No
Hombre,27,San José,Desamparados,Los Guidos,Secundaria Completa,No,Ocupado,No aplica,Casado (a)'/' Unión Libre,Si,27,Hombre,Secundaria Completa,"Nivel técnico, y profesional de nivel medio",Si,Si,Terrazo '/' Mosaico '/' Alfombra '/' Vinil,Si,Dos,Dos,Uno,Si,Si,Si,Si,Si,Si,Si,Si,Si,Prefiero no decirlo,Si,Si,Ayer,Si,Si
Hombre,28,San José,San José,Zapote,Secundaria Incompleta,Si,Ocupado,Presencial,Casado (a)'/' Unión Libre,No,28,Hombre,Secundaria Incompleta,"Agricultores y trabajadores calificados agropecuarios, agrícolas, forestales y pesqueros",Si,Si,Madera,Si,Dos,Uno,Uno,Si,No,Si,No,Si,Si,No,Si,Si,Prefiero no decirlo,Si,Si,Ayer,Si,Si
Hombre,31,San José,Montes de Oca,San Pedro,Universitaria Completa,Si,Ocupado,Hibrido,Soltero (a),Si,31,Hombre,Universitaria Completa,"Nivel profesional, científico e intelectual",Si,Si,Cerámica '/' Porcelanato,No,Uno,Uno,Uno,No,Si,Si,Si,No,No,Si,Si,No,Bisexual,Si,Si,Ayer,Si,Si
Hombre,27,San José,Desamparados,Desamparados,Secundaria Completa,Si,Ocupado,Presencial,Soltero (a),Si,27,Hombre,Secundaria Completa,Desocupados,No,No,Cemento (Pulido o no Pulido),No,Dos,Uno,Uno,No,Si,No,No,No,Si,No,Si,No,Heterosexual,Si,Si,Ayer,No,No
Hombre,36,San José,Escazú,Escazú,Universitaria Incompleta,No,Desocupado,No aplica,Casado (a)'/' Unión Libre,Si,36,Hombre,Universitaria Incompleta,Desocupados,Si,Si,Cerámica '/' Porcelanato,No,Dos,Diez o más,Uno,No,Si,Si,Si,Si,Si,No,Si,Si,Homosexual,Si,Si,Ayer,Si,Si
Hombre,30,Puntarenas,Puntarenas,El Roble,Posgrado,Si,Ocupado,Presencial,Soltero (a),Si,30,Hombre,Posgrado,"Nivel profesional, científico e intelectual",Si,Si,Cerámica '/' Porcelanato,No,Dos,Uno,Ninguno,No,No,No,No,No,Si,Si,Si,No,Heterosexual,No,No,Ayer,No,Si
Hombre,28,San José,Santa Ana,Santa Ana,Universitaria Completa,No,Ocupado,No aplica,Casado (a)'/' Unión Libre,Si,28,Hombre,Universitaria Completa,Trabajadores de servicios y vendedores de comercios y mercados,No,Si,Cerámica '/' Porcelanato,No,Dos,Uno,Uno,No,Si,No,Si,No,No,Si,Si,No,Heterosexual,No,No,Ayer,No,Si
Hombre,39,San José,Goicoechea,Mata de Plátano,Posgrado,Si,Ocupado,Hibrido,Casado (a)'/' Unión Libre,Si,39,Hombre,Posgrado,"Nivel profesional, científico e intelectual",Si,Si,Cerámica '/' Porcelanato,Si,Tres,Cuatro,Dos,Si,Si,Si,Si,No,Si,Si,Si,No,Heterosexual,Si,Si,Ayer,Si,Si
Hombre,20,San José,Desamparados,San Antonio,Secundaria Completa,Si,Ocupado,Hibrido,Soltero (a),No,67,Mujer,Secundaria Incompleta,Pensionados,No,No,Cerámica '/' Porcelanato,No,Tres,Uno,Ninguno,No,Si,Si,No,No,Si,Si,Si,No,Homosexual,Si,Si,Ayer,Si,Si
Hombre,22,San José,Goicoechea,Guadalupe,Universitaria Incompleta,Si,Ocupado,Presencial,Casado (a)'/' Unión Libre,No,50,Hombre,Universitaria Completa,"Nivel profesional, científico e intelectual",Si,No,Cerámica '/' Porcelanato,Si,Cuatro,Tres,Uno,No,Si,Si,No,No,No,No,Si,No,Heterosexual,No,No,Ayer,Si,No
Hombre,23,San José,Montes de Oca,San Pedro,Universitaria Incompleta,No,Estudiante,No aplica,Soltero (a),Si,23,Hombre,Universitaria Incompleta,Estudiantes,No,Si,Cerámica '/' Porcelanato,No,Dos,Dos,Ninguno,No,No,No,No,No,No,Si,Si,No,Heterosexual,No,No,Hace 2 a 7 días,Si,Si
Hombre,20,San José,Pérez Zeledón,San Isidro de El General,Secundaria Completa,No,Estudiante,No aplica,Soltero (a),Si,20,Hombre,Secundaria Completa,"Oficiales, operarios y artesanos de artes mecánicas y de otros oficios (Prod. Artesanal)",No,No,Cerámica '/' Porcelanato,No,Tres,Uno,Uno,No,Si,Si,No,No,No,Si,Si,No,Heterosexual,Si,Si,Ayer,No,Si
Hombre,23,Limón,Pococí,Jiménez,Secundaria Completa,Si,Ocupado,Presencial,Soltero (a),No,43,Hombre,Secundaria Completa,"Operadores de instalaciones, maquinarias y ensambladores (Montaje)",No,No,Cemento (Pulido o no Pulido),No,Dos,Uno,Uno,Si,No,No,No,No,Si,No,Si,No,Heterosexual,No,No,Ayer,No,Si
Hombre,23,Puntarenas,Puntarenas,Barranca,Universitaria Incompleta,Si,Ocupado,Presencial,Casado (a)'/' Unión Libre,Si,23,Hombre,Universitaria Incompleta,Personal de apoyo administrativo,Si,Si,Cerámica '/' Porcelanato,Si,Dos,Uno,Dos,Si,Si,Si,Si,Si,Si,Si,Si,Si,Heterosexual,Si,Si,Ayer,Si,Si
Hombre,30,San José,San José,Catedral,Universitaria Completa,Si,Ocupado,Presencial,Casado (a)'/' Unión Libre,Si,30,Hombre,Universitaria Completa,Personal de apoyo administrativo,Si,Si,Cerámica '/' Porcelanato,No,Tres,Uno,Uno,Si,Si,Si,No,No,Si,Si,Si,Si,Heterosexual,Si,No,Hace 2 a 7 días,No,Si
Hombre,23,Cartago,La Unión,Tres Ríos,Secundaria Completa,Si,Ocupado,Teletrabajo,Soltero (a),No,50,Mujer,Secundaria Completa,Trabajadores de servicios y vendedores de comercios y mercados,No,No,Cerámica '/' Porcelanato,No,Tres,Uno,Uno,No,Si,No,No,No,Si,Si,Si,No,Heterosexual,No,No,Ayer,Si,No
Hombre,26,San José,Goicoechea,Guadalupe,Primaria Completa,Si,Ocupado,Presencial,Soltero (a),Si,26,Hombre,Primaria Completa,Trabajadores de servicios y vendedores de comercios y mercados,Si,Si,Tierra,No,Dos,Uno,Ninguno,No,No,No,No,No,Si,No,Si,Si,Heterosexual,No,No,Ayer,No,No
Hombre,28,San José,San José,Hatillo,Secundaria Completa,No,Ocupado,No aplica,Soltero (a),Si,28,Hombre,Secundaria Completa,"Operadores de instalaciones, maquinarias y ensambladores (Montaje)",Si,Si,Cerámica '/' Porcelanato,No,Dos,Uno,Tres,No,Si,No,Si,No,Si,Si,Si,No,Heterosexual,No,No,Ayer,No,Si
Hombre,23,San José,San José,Pavas,Secundaria Completa,Si,Ocupado,Presencial,Soltero (a),Si,23,Hombre,Secundaria Completa,Personal de apoyo administrativo,No,No,Cerámica '/' Porcelanato,Si,Tres,Tres,Uno,Si,Si,No,Si,Si,Si,Si,Si,No,Heterosexual,Si,Si,Ayer,Si,Si
Hombre,18,San José,Pérez Zeledón,Daniel Flores,Secundaria Completa,No,Estudiante,No aplica,Soltero (a),No,44,Mujer,Universitaria Completa,Desocupados,No,Si,Cerámica '/' Porcelanato,No,Cuatro,Dos,Uno,Si,Si,No,No,No,Si,Si,Si,No,Bisexual,No,No,Ayer,Si,Si
Hombre,19,Puntarenas,Puntarenas,Barranca,Secundaria Completa,No,Estudiante,No aplica,Soltero (a),Si,19,Hombre,Secundaria Completa,"Nivel profesional, científico e intelectual",Si,Si,Terrazo '/' Mosaico '/' Alfombra '/' Vinil,No,Dos,Dos,Ninguno,Si,Si,No,No,No,No,Si,Si,Si,Homosexual,No,No,Ayer,Si,Si
Hombre,36,San José,Escazú,Escazú,Universitaria Completa,Si,Ocupado,Teletrabajo,Soltero (a),Si,36,Hombre,Universitaria Completa,"Nivel técnico, y profesional de nivel medio",Si,Si,Cerámica '/' Porcelanato,Si,Cuatro,Tres,Dos,Si,Si,Si,Si,No,Si,Si,Si,Si,Heterosexual,Si,Si,Ayer,Si,Si
Hombre,41,Heredia,Sarapiquí,La Virgen,Secundaria Completa,Si,Ocupado,Presencial,Casado (a)'/' Unión Libre,Si,41,Hombre,Secundaria Completa,Trabajadores de servicios y vendedores de comercios y mercados,Si,Si,Cemento (Pulido o no Pulido),No,Dos,Uno,Uno,No,Si,No,No,Si,Si,No,Si,Si,Heterosexual,Si,Si,Ayer,Si,Si
Hombre,35,San José,Desamparados,San Juan de Dios,Secundaria Completa,Si,Ocupado,Presencial,Casado (a)'/' Unión Libre,Si,35,Hombre,Secundaria Completa,Ocupaciones elementales (No calificados),Si,Si,Madera,No,Tres,Uno,Uno,No,Si,Si,No,Si,Si,Si,Si,Si,Heterosexual,Si,Si,Ayer,No,No
Hombre,23,San José,Tibás,Cinco Esquinas,Universitaria Completa,Si,Ocupado,Hibrido,Casado (a)'/' Unión Libre,Si,23,Hombre,Universitaria Completa,"Nivel técnico, y profesional de nivel medio",Si,Si,Cerámica '/' Porcelanato,No,Cuatro,Dos,Uno,Si,Si,Si,No,No,Si,Si,Si,Si,Heterosexual,Si,No,Más de 30 días a 3 meses,Si,Si
Hombre,21,Puntarenas,Montes De Oro,San Isidro,Secundaria Completa,Si,Ocupado,Presencial,Soltero (a),No,65,Hombre,Primaria Completa,"Operadores de instalaciones, maquinarias y ensambladores (Montaje)",No,Si,Cerámica '/' Porcelanato,No,Seis,Uno,Ninguno,Si,No,No,No,No,No,No,Si,No,Heterosexual,Si,Si,Ayer,Si,Si
Hombre,21,San José,Mora,Tabarcia,Primaria Completa,No,Desocupado,No aplica,Soltero (a),No,48,Hombre,Primaria Completa,Desocupados,No,No,Cemento (Pulido o no Pulido),No,Uno,Uno,Ninguno,No,No,No,No,No,No,No,Si,No,Heterosexual,Si,Si,Ayer,No,No
Hombre,33,San José,Desamparados,San Miguel,Universitaria Incompleta,Si,Ocupado,Hibrido,Casado (a)'/' Unión Libre,Si,33,Hombre,Universitaria Incompleta,Desocupados,Si,Si,Cemento (Pulido o no Pulido),No,Dos,Uno,Ninguno,No,No,No,No,No,No,Si,Si,Si,Heterosexual,No,No,Ayer,No,No
Hombre,25,Limón,Limón,Limón,Universitaria Completa,Si,Ocupado,Presencial,Soltero (a),No,49,Mujer,Universitaria Completa,Directivos y Gerentes,Si,Si,Cerámica '/' Porcelanato,No,Tres,Dos,Uno,Si,Si,No,Si,No,Si,Si,Si,No,Prefiero no decirlo,No,No,Ayer,Si,Si
Hombre,19,San José,Pérez Zeledón,Daniel Flores,Secundaria Completa,No,Ocupado,No aplica,Soltero (a),No,37,Hombre,Secundaria Incompleta,Ocupaciones elementales (No calificados),No,No,Cemento (Pulido o no Pulido),No,Tres,Uno,Ninguno,No,Si,No,No,No,Si,No,Si,No,Heterosexual,No,No,Ayer,Si,No
Hombre,35,San José,Dota,Santa María,Secundaria Completa,Si,Ocupado,Presencial,Soltero (a),Si,35,Hombre,Secundaria Completa,Estudiantes,Si,Si,Terrazo '/' Mosaico '/' Alfombra '/' Vinil,No,Cuatro,Cuatro,Ninguno,No,Si,No,No,Si,Si,Si,Si,No,Heterosexual,No,No,Más 3 meses,Si,No
Hombre,23,Guanacaste,Nicoya,Sámara,Secundaria Completa,No,Ocupado,No aplica,Soltero (a),Si,23,Hombre,Secundaria Completa,Directivos y Gerentes,Si,Si,Cerámica '/' Porcelanato,No,Uno,Dos,Tres,No,No,No,No,Si,No,Si,Si,No,Heterosexual,Si,Si,Hace 2 a 7 días,Si,Si
Hombre,18,San José,Escazú,Escazú,Secundaria Completa,Si,Ocupado,Presencial,Soltero (a),No,43,Hombre,Secundaria Completa,Trabajadores de servicios y vendedores de comercios y mercados,No,No,Parquet,No,Tres,Cinco,Seis,No,Si,Si,Si,Si,Si,Si,Si,No,Heterosexual,No,No,Hace 8 a 15 días,Si,No
Hombre,22,Puntarenas,Corredores,Corredores,Secundaria Completa,No,Desocupado,No aplica,Soltero (a),Si,22,Hombre,Secundaria Completa,"Agricultores y trabajadores calificados agropecuarios, agrícolas, forestales y pesqueros",Si,Si,Cemento (Pulido o no Pulido),No,Dos,Ninguno,Ninguno,Si,No,No,No,No,No,Si,Si,Si,Heterosexual,No,No,Ayer,No,No
Hombre,29,Heredia,San Pablo,San Pablo,Universitaria Incompleta,Si,Ocupado,Presencial,Casado (a)'/' Unión Libre,Si,29,Hombre,Universitaria Incompleta,Ocupaciones elementales (No calificados),Si,Si,Cemento (Pulido o no Pulido),No,Dos,Uno,Ninguno,No,Si,No,No,No,Si,Si,Si,Si,Heterosexual,Si,Si,Ayer,No,No
Hombre,41,San José,Escazú,San Antonio,Secundaria Completa,No,Estudiante,No aplica,Soltero (a),Si,41,Hombre,Secundaria Completa,"Nivel profesional, científico e intelectual",Si,Si,Madera,No,Dos,Tres,Uno,No,Si,No,Si,No,Si,Si,Si,No,Heterosexual,No,Si,Ayer,Si,Si
Hombre,27,Guanacaste,Cañas,Cañas,Secundaria Completa,Si,Ocupado,Presencial,Soltero (a),Si,27,Hombre,Secundaria Completa,"Nivel técnico, y profesional de nivel medio",Si,Si,Cemento (Pulido o no Pulido),No,Tres,Dos,Uno,No,Si,No,No,No,Si,Si,Si,No,Heterosexual,No,No,Hace 2 a 7 días,No,Si
Hombre,17,Puntarenas,Puntarenas,Cóbano,Secundaria Completa,Si,Ocupado,Teletrabajo,Soltero (a),No,45,Mujer,Secundaria Completa,Estudiantes,No,Si,Cerámica '/' Porcelanato,No,Tres,Dos,Uno,No,Si,Si,Si,No,Si,Si,Si,Si,,No,No,Ayer,Si,No
Hombre,29,San José,Montes de Oca,Sabanilla,Secundaria Completa,Si,Ocupado,Presencial,Casado (a)'/' Unión Libre,Si,29,Hombre,Secundaria Completa,"Nivel técnico, y profesional de nivel medio",Si,Si,Cerámica '/' Porcelanato,No,Uno,Uno,Ninguno,No,No,Si,No,No,No,Si,Si,No,Homosexual,Si,Si,Ayer,Si,Si
Hombre,25,Guanacaste,La Cruz,Santa Elena,Universitaria Completa,Si,Ocupado,Presencial,Soltero (a),No,44,Hombre,Primaria Completa,Estudiantes,No,No,Cerámica '/' Porcelanato,No,Dos,Uno,Ninguno,No,No,No,No,No,No,No,Si,No,Heterosexual,No,No,Ayer,No,No
Hombre,44,San José,Mora,Guayabo,Universitaria Incompleta,Si,Ocupado,Teletrabajo,Soltero (a),Si,44,Hombre,Universitaria Incompleta,"Oficiales, operarios y artesanos de artes mecánicas y de otros oficios (Prod. Artesanal)",Si,Si,Mármol,Si,Uno,Tres,Dos,Si,Si,Si,Si,Si,Si,Si,Si,No,Heterosexual,Si,Si,Ayer,Si,No
Hombre,18,Puntarenas,Coto Brus,Pittier,Secundaria Completa,No,Desocupado,No aplica,Soltero (a),No,53,Hombre,Primaria Incompleta,Estudiantes,No,No,Cemento (Pulido o no Pulido),No,Cuatro,Uno,Dos,No,Si,Si,No,No,No,Si,Si,No,Bisexual,No,No,Hace 2 a 7 días,No,Si
Hombre,33,San José,Desamparados,Frailes,Universitaria Incompleta,Si,Ocupado,Presencial,Soltero (a),Si,33,Hombre,Universitaria Incompleta,"Nivel técnico, y profesional de nivel medio",Si,Si,Cerámica '/' Porcelanato,No,Cinco,Dos,Dos,Si,Si,Si,No,No,Si,Si,Si,Si,Heterosexual,Si,Si,Ayer,Si,Si
Hombre,45,San José,Desamparados,San Miguel,Universitaria Incompleta,Si,Ocupado,Hibrido,Soltero (a),Si,45,Hombre,Universitaria Incompleta,"Agricultores y trabajadores calificados agropecuarios, agrícolas, forestales y pesqueros",Si,Si,Cerámica '/' Porcelanato,No,Tres,Dos,Uno,Si,Si,Si,No,Si,Si,Si,Si,Si,Heterosexual,No,No,Ayer,No,No
Hombre,21,Cartago,El Guarco,Tejar,Posgrado,No,Estudiante,No aplica,Soltero (a),Si,21,Hombre,Posgrado,"Nivel técnico, y profesional de nivel medio",Si,Si,Cerámica '/' Porcelanato,No,Dos,Dos,Uno,Si,Si,No,Si,No,Si,Si,Si,No,Heterosexual,Si,Si,Ayer,Si,Si
Hombre,25,San José,Montes de Oca,San Rafael,Universitaria Completa,Si,Ocupado,Hibrido,Casado (a)'/' Unión Libre,Si,25,Hombre,Universitaria Completa,Trabajadores de servicios y vendedores de comercios y mercados,Si,Si,Cemento (Pulido o no Pulido),Si,Cuatro,Dos,Dos,Si,Si,Si,Si,Si,Si,Si,Si,Si,Bisexual,Si,Si,Hace 16 a 30 días,Si,Si
Hombre,21,San José,Desamparados,San Miguel,Universitaria Incompleta,Si,Ocupado,Hibrido,Soltero (a),Si,21,Hombre,Universitaria Incompleta,Estudiantes,Si,No,Cemento (Pulido o no Pulido),No,Dos,Uno,Ninguno,No,Si,Si,No,No,Si,Si,Si,No,Heterosexual,Si,Si,Ayer,No,Si
Hombre,20,San José,Goicoechea,Purral,Secundaria Completa,Si,Ocupado,Teletrabajo,Soltero (a),No,44,Hombre,Primaria Completa,Pensionados,Si,Si,Cerámica '/' Porcelanato,No,Tres,Uno,Dos,No,No,No,Si,No,Si,Si,Si,No,Homosexual,Si,Si,Ayer,Si,Si
